account_id,month,target_rows,distinct_campaigns,latest_target_date,latest_campaign,latest_channel,borrower_id,loan_type,principal_amount,outstanding_amount,dpd,risk_segment,status,timezone,clean_recovery,payment_events,recovered_flag
ACC0000120,2026-03,1,1,2026-03-03,CMP0000004,SMS,BRW0004055,BNPL,340350.94,38663.97,45,NPA,WRITEOFF,UTC,0.0,0,0
ACC0000120,2026-05,1,1,2026-05-19,CMP0000042,VOICE,BRW0004055,BNPL,340350.94,38663.97,45,NPA,WRITEOFF,UTC,0.0,0,0
ACC0000122,2026-03,1,1,2026-03-15,CMP0000092,WHATSAPP,BRW0011680,CONSUMER,418168.82,195292.63,5,HIGH,CLOSED,UTC,0.0,0,0
ACC0000125,2026-02,1,1,2026-02-08,CMP0000049,SMS,BRW0009579,AUTO,59784.0,97193.92,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000126,2026-07,2,2,2026-07-14,CMP0000010,FIELD,BRW0003421,AUTO,441723.45,403375.06,180,HIGH,ACTIVE,UTC,0.0,0,0
ACC0000127,2026-01,1,1,2026-01-14,CMP0000028,FIELD,BRW0003733,AUTO,633627.59,292417.3,15,NPA,CLOSED,UTC,0.0,0,0
ACC0000127,2026-02,1,1,2026-02-18,CMP0000100,VOICE,BRW0003733,AUTO,633627.59,292417.3,15,NPA,CLOSED,UTC,0.0,0,0
ACC0000127,2026-04,1,1,2026-04-24,CMP0000008,VOICE,BRW0003733,AUTO,633627.59,292417.3,15,NPA,CLOSED,UTC,0.0,0,0
ACC0000128,2026-01,1,1,2026-01-22,CMP0000010,SMS,BRW0007007,BNPL,598038.07,96417.33,120,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0000129,2026-05,1,1,2026-05-20,CMP0000002,VOICE,BRW0004875,CREDIT_CARD,453421.31,189568.17,60,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0000129,2026-06,1,1,2026-06-29,CMP0000037,WHATSAPP,BRW0004875,CREDIT_CARD,453421.31,189568.17,60,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0000130,2026-01,2,2,2026-01-31,CMP0000051,VOICE,,CREDIT_CARD,249051.33,290814.12,30,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0000131,2026-03,1,1,2026-03-21,CMP0000073,SMS,BRW0011408,AUTO,127471.21,51256.86,45,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000131,2026-04,1,1,2026-04-04,CMP0000094,VOICE,BRW0011408,AUTO,127471.21,51256.86,45,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000131,2026-06,2,2,2026-06-17,CMP0000100,FIELD,BRW0011408,AUTO,127471.21,51256.86,45,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000132,2026-01,1,1,2026-01-23,CMP0000053,WHATSAPP,BRW0000115,BNPL,114032.1,402131.29,120,NPA,ACTIVE,UTC,0.0,0,0
ACC0000133,2026-03,2,2,2026-03-15,CMP0000035,WHATSAPP,BRW0011191,AUTO,279682.32,456590.0,30,LOW,WRITEOFF,UTC,0.0,0,0
ACC0000133,2026-04,1,1,2026-04-05,CMP0000100,FIELD,BRW0011191,AUTO,279682.32,456590.0,30,LOW,WRITEOFF,UTC,0.0,0,0
ACC0000134,2026-04,1,1,2026-04-15,CMP0000061,SMS,BRW0004663,BNPL,451975.95,109040.47,45,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000135,2026-07,1,1,2026-07-05,CMP0000094,VOICE,BRW0004352,PERSONAL,572734.13,552102.62,75,HIGH,PAID,UTC,0.0,0,0
ACC0000136,2026-03,1,1,2026-03-13,CMP0000076,SMS,BRW0011633,CONSUMER,721165.1,307912.15,45,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000136,2026-07,1,1,2026-07-05,CMP0000055,FIELD,BRW0011633,CONSUMER,721165.1,307912.15,45,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000137,2026-07,1,1,2026-07-30,CMP0000077,VOICE,BRW0009454,PERSONAL,695023.01,679487.48,60,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000137,2026-08,1,1,2026-08-03,CMP0000048,WHATSAPP,BRW0009454,PERSONAL,695023.01,679487.48,60,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000139,2026-06,1,1,2026-06-12,CMP0000013,FIELD,BRW0011088,CREDIT_CARD,249094.75,151194.34,15,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0000140,2026-01,1,1,2026-01-29,CMP0000026,FIELD,BRW0003489,CREDIT_CARD,421520.63,693625.33,180,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0000140,2026-07,1,1,2026-07-14,CMP0000063,VOICE,BRW0003489,CREDIT_CARD,421520.63,693625.33,180,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0000141,2026-01,1,1,2026-01-04,CMP0000014,VOICE,BRW0009040,BNPL,248984.35,493675.37,60,LOW,PAID,UTC,0.0,0,0
ACC0000141,2026-05,1,1,2026-05-13,CMP0000047,SMS,BRW0009040,BNPL,248984.35,493675.37,60,LOW,PAID,UTC,0.0,0,0
ACC0000143,2026-03,1,1,2026-03-20,CMP0000110,WHATSAPP,BRW0004347,PERSONAL,246630.89,165704.16,180,LOW,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000144,2026-01,1,1,2026-01-04,CMP0000116,VOICE,BRW0006207,PERSONAL,738356.63,259713.4,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000144,2026-04,1,1,2026-04-09,CMP0000001,FIELD,BRW0006207,PERSONAL,738356.63,259713.4,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000144,2026-05,1,1,2026-05-04,CMP0000068,FIELD,BRW0006207,PERSONAL,738356.63,259713.4,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000144,2026-08,1,1,2026-08-06,CMP0000009,FIELD,BRW0006207,PERSONAL,738356.63,259713.4,30,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000145,2026-01,1,1,2026-01-08,CMP0000032,SMS,BRW0009514,BNPL,452448.1,259430.17,0,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000145,2026-07,1,1,2026-07-20,CMP0000111,VOICE,BRW0009514,BNPL,452448.1,259430.17,0,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000145,2026-08,1,1,2026-08-05,CMP0000049,WHATSAPP,BRW0009514,BNPL,452448.1,259430.17,0,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000146,2026-02,1,1,2026-02-28,CMP0000112,FIELD,BRW0004521,BNPL,307245.3,126898.89,1,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000148,2026-03,2,2,2026-03-30,CMP0000054,FIELD,BRW0009859,BNPL,426855.14,49292.28,180,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000148,2026-07,2,2,2026-07-19,CMP0000100,SMS,BRW0009859,BNPL,426855.14,49292.28,180,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000149,2026-01,1,1,2026-01-12,CMP0000008,WHATSAPP,BRW0003268,BNPL,622567.55,101445.68,90,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0000149,2026-05,1,1,2026-05-26,CMP0000036,SMS,BRW0003268,BNPL,622567.55,101445.68,90,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0000150,2026-03,1,1,2026-03-28,CMP0000057,SMS,BRW0005929,CONSUMER,419376.61,608494.59,60,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0000150,2026-07,1,1,2026-07-06,CMP0000054,WHATSAPP,BRW0005929,CONSUMER,419376.61,608494.59,60,NPA,CLOSED,Asia/Dubai,0.0,0,0
ACC0000152,2026-05,1,1,2026-05-22,CMP0000020,WHATSAPP,BRW0011494,PERSONAL,269041.57,309747.09,15,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0000153,2026-06,1,1,2026-06-27,CMP0000084,WHATSAPP,BRW0000957,CREDIT_CARD,742279.36,570032.8,75,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0000153,2026-07,1,1,2026-07-23,CMP0000087,VOICE,BRW0000957,CREDIT_CARD,742279.36,570032.8,75,MEDIUM,CLOSED,Asia/Dubai,0.0,0,0
ACC0000158,2026-03,1,1,2026-03-14,CMP0000018,SMS,BRW0002535,BNPL,89381.43,120713.33,15,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0000158,2026-06,1,1,2026-06-16,CMP0000074,SMS,BRW0002535,BNPL,89381.43,120713.33,15,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0000159,2026-04,1,1,2026-04-25,CMP0000037,VOICE,BRW0000981,CREDIT_CARD,652148.1,405052.27,1,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0000159,2026-06,1,1,2026-06-15,CMP0000058,VOICE,BRW0000981,CREDIT_CARD,652148.1,405052.27,1,MEDIUM,ACTIVE,UTC,0.0,0,0
ACC0000161,2026-01,1,1,2026-01-01,CMP0000040,VOICE,BRW0000079,BNPL,239801.58,572297.22,90,NPA,WRITEOFF,UTC,0.0,0,0
ACC0000161,2026-08,1,1,2026-08-04,CMP0000061,WHATSAPP,BRW0000079,BNPL,239801.58,572297.22,90,NPA,WRITEOFF,UTC,0.0,0,0
ACC0000162,2026-04,1,1,2026-04-07,CMP0000026,SMS,BRW0001791,CREDIT_CARD,533470.65,221882.86,1,HIGH,CLOSED,UTC,0.0,0,0
ACC0000163,2026-02,1,1,2026-02-25,CMP0000061,WHATSAPP,BRW0011529,CREDIT_CARD,241664.09,363387.88,45,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000163,2026-05,1,1,2026-05-31,CMP0000106,WHATSAPP,BRW0011529,CREDIT_CARD,241664.09,363387.88,45,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000163,2026-07,1,1,2026-07-19,CMP0000069,SMS,BRW0011529,CREDIT_CARD,241664.09,363387.88,45,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000164,2026-01,1,1,2026-01-19,CMP0000033,WHATSAPP,BRW0001287,PERSONAL,29021.15,646106.64,75,MEDIUM,PAID,Asia/Kolkata,0.0,0,0
ACC0000166,2026-01,1,1,2026-01-15,CMP0000041,FIELD,BRW0000424,PERSONAL,122720.99,339556.17,180,MEDIUM,PAID,Asia/Dubai,73965.67,1,1
ACC0000166,2026-07,1,1,2026-07-18,CMP0000082,FIELD,BRW0000424,PERSONAL,122720.99,339556.17,180,MEDIUM,PAID,Asia/Dubai,0.0,0,0
ACC0000167,2026-01,2,2,2026-01-17,CMP0000050,VOICE,BRW0007157,CONSUMER,153565.14,696386.93,5,LOW,ACTIVE,UTC,0.0,0,0
ACC0000167,2026-06,1,1,2026-06-02,CMP0000101,WHATSAPP,BRW0007157,CONSUMER,153565.14,696386.93,5,LOW,ACTIVE,UTC,0.0,0,0
ACC0000169,2026-03,1,1,2026-03-30,CMP0000043,WHATSAPP,BRW0011889,BNPL,551035.1,233686.78,90,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000169,2026-05,1,1,2026-05-31,CMP0000016,SMS,BRW0011889,BNPL,551035.1,233686.78,90,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000169,2026-06,1,1,2026-06-09,CMP0000046,WHATSAPP,BRW0011889,BNPL,551035.1,233686.78,90,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000170,2026-07,1,1,2026-07-09,CMP0000107,FIELD,BRW0010374,CONSUMER,150604.65,453695.49,15,HIGH,PAID,UTC,0.0,0,0
ACC0000172,2026-07,1,1,2026-07-02,CMP0000077,WHATSAPP,BRW0004685,BNPL,713754.98,320032.12,15,NPA,WRITEOFF,UTC,0.0,0,0
ACC0000174,2026-01,1,1,2026-01-26,CMP0000033,VOICE,BRW0003750,PERSONAL,188094.2,26526.62,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000174,2026-04,1,1,2026-04-29,CMP0000054,WHATSAPP,BRW0003750,PERSONAL,188094.2,26526.62,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000174,2026-07,1,1,2026-07-05,CMP0000084,FIELD,BRW0003750,PERSONAL,188094.2,26526.62,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000175,2026-06,1,1,2026-06-13,CMP0000052,WHATSAPP,BRW0003783,AUTO,203333.75,199517.46,45,HIGH,PAID,UTC,0.0,0,0
ACC0000176,2026-07,2,2,2026-07-05,CMP0000061,SMS,BRW0005865,CONSUMER,236647.77,634833.58,30,HIGH,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000177,2026-03,1,1,2026-03-18,CMP0000071,WHATSAPP,BRW0007187,AUTO,790357.25,642591.42,0,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000177,2026-04,1,1,2026-04-01,CMP0000042,WHATSAPP,BRW0007187,AUTO,790357.25,642591.42,0,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000177,2026-06,1,1,2026-06-23,CMP0000083,VOICE,BRW0007187,AUTO,790357.25,642591.42,0,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000177,2026-08,2,2,2026-08-05,CMP0000097,FIELD,BRW0007187,AUTO,790357.25,642591.42,0,LOW,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000179,2026-05,1,1,2026-05-23,CMP0000063,WHATSAPP,BRW0009237,AUTO,407836.21,151751.74,0,MEDIUM,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000180,2026-01,2,2,2026-01-29,CMP0000007,FIELD,BRW0000800,CONSUMER,762459.28,88649.96,1,MEDIUM,PAID,Asia/Dubai,0.0,0,0
ACC0000181,2026-04,1,1,2026-04-19,CMP0000094,VOICE,,CONSUMER,207626.13,565223.07,30,LOW,CLOSED,UTC,0.0,0,0
ACC0000182,2026-03,1,1,2026-03-16,CMP0000102,SMS,BRW0009712,AUTO,274742.93,525883.45,180,LOW,ACTIVE,Asia/Dubai,49019.47,1,1
ACC0000182,2026-05,2,2,2026-05-22,CMP0000006,SMS,BRW0009712,AUTO,274742.93,525883.45,180,LOW,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000182,2026-07,1,1,2026-07-06,CMP0000030,SMS,BRW0009712,AUTO,274742.93,525883.45,180,LOW,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000183,2026-04,1,1,2026-04-03,CMP0000104,WHATSAPP,BRW0009574,PERSONAL,650740.61,363925.34,60,LOW,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000184,2026-02,1,1,2026-02-01,CMP0000018,SMS,BRW0004076,BNPL,425176.56,3175.93,75,NPA,PAID,UTC,0.0,0,0
ACC0000185,2026-04,1,1,2026-04-26,CMP0000060,FIELD,BRW0006228,CONSUMER,161464.15,49640.55,180,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000186,2026-07,1,1,2026-07-30,CMP0000104,SMS,BRW0009993,PERSONAL,320779.13,253254.4,60,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0000187,2026-02,1,1,2026-02-24,CMP0000092,WHATSAPP,BRW0011152,CONSUMER,600261.56,237996.88,30,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000187,2026-03,1,1,2026-03-06,CMP0000017,WHATSAPP,BRW0011152,CONSUMER,600261.56,237996.88,30,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000188,2026-02,2,2,2026-02-21,CMP0000026,WHATSAPP,BRW0009821,CREDIT_CARD,100005.17,359280.32,60,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0000188,2026-05,1,1,2026-05-16,CMP0000060,WHATSAPP,BRW0009821,CREDIT_CARD,100005.17,359280.32,60,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0000190,2026-02,1,1,2026-02-20,CMP0000076,FIELD,BRW0008316,CONSUMER,240240.94,193026.9,30,NPA,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000192,2026-03,1,1,2026-03-21,CMP0000072,WHATSAPP,BRW0005304,BNPL,562024.41,403381.38,1,MEDIUM,WRITEOFF,Asia/Kolkata,129332.63,1,1
ACC0000192,2026-07,1,1,2026-07-02,CMP0000042,FIELD,BRW0005304,BNPL,562024.41,403381.38,1,MEDIUM,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000194,2026-07,1,1,2026-07-14,CMP0000076,VOICE,BRW0007554,CREDIT_CARD,775155.28,208702.28,60,MEDIUM,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000195,2026-04,1,1,2026-04-21,CMP0000096,SMS,BRW0001994,PERSONAL,460681.49,331299.88,1,LOW,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000196,2026-01,1,1,2026-01-08,CMP0000095,WHATSAPP,BRW0005595,PERSONAL,631396.16,142305.98,90,LOW,CLOSED,UTC,0.0,0,0
ACC0000197,2026-07,1,1,2026-07-19,CMP0000079,FIELD,BRW0006237,PERSONAL,124303.32,36693.65,75,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0000197,2026-08,1,1,2026-08-02,CMP0000054,FIELD,BRW0006237,PERSONAL,124303.32,36693.65,75,LOW,PAID,Asia/Kolkata,0.0,0,0
ACC0000198,2026-01,1,1,2026-01-02,CMP0000051,SMS,BRW0003252,CREDIT_CARD,132929.42,18142.57,45,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0000198,2026-02,1,1,2026-02-27,CMP0000076,VOICE,BRW0003252,CREDIT_CARD,132929.42,18142.57,45,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0000198,2026-05,1,1,2026-05-25,CMP0000101,FIELD,BRW0003252,CREDIT_CARD,132929.42,18142.57,45,NPA,PAID,Asia/Dubai,0.0,0,0
ACC0000199,2026-01,1,1,2026-01-29,CMP0000083,WHATSAPP,BRW0003062,CREDIT_CARD,282615.05,198701.72,120,LOW,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000200,2026-04,1,1,2026-04-07,CMP0000019,VOICE,BRW0005226,AUTO,336676.45,415025.16,120,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0000202,2026-07,1,1,2026-07-01,CMP0000102,VOICE,BRW0000010,BNPL,119116.28,627162.37,15,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000203,2026-04,1,1,2026-04-18,CMP0000035,WHATSAPP,BRW0011556,PERSONAL,745793.36,413506.49,120,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000203,2026-05,1,1,2026-05-14,CMP0000012,SMS,BRW0011556,PERSONAL,745793.36,413506.49,120,HIGH,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000204,2026-03,1,1,2026-03-08,CMP0000003,VOICE,BRW0004154,PERSONAL,365987.49,385174.44,75,LOW,PAID,UTC,89324.93,1,1
ACC0000204,2026-05,1,1,2026-05-24,CMP0000117,VOICE,BRW0004154,PERSONAL,365987.49,385174.44,75,LOW,PAID,UTC,0.0,0,0
ACC0000204,2026-06,1,1,2026-06-06,CMP0000045,SMS,BRW0004154,PERSONAL,365987.49,385174.44,75,LOW,PAID,UTC,0.0,0,0
ACC0000205,2026-03,1,1,2026-03-23,CMP0000060,WHATSAPP,BRW0002170,CREDIT_CARD,16197.46,362525.97,5,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000206,2026-06,1,1,2026-06-18,CMP0000092,WHATSAPP,BRW0005045,AUTO,208436.85,564787.23,0,MEDIUM,PAID,UTC,0.0,0,0
ACC0000207,2026-06,1,1,2026-06-29,CMP0000057,VOICE,BRW0008030,CREDIT_CARD,269645.68,295938.99,75,LOW,PAID,UTC,0.0,0,0
ACC0000208,2026-02,1,1,2026-02-13,CMP0000024,WHATSAPP,BRW0000996,PERSONAL,556875.44,566700.86,5,LOW,CLOSED,UTC,88714.98,1,1
ACC0000209,2026-04,1,1,2026-04-30,CMP0000089,FIELD,BRW0000257,CONSUMER,180185.66,581795.38,1,LOW,ACTIVE,UTC,0.0,0,0
ACC0000209,2026-07,1,1,2026-07-22,CMP0000020,WHATSAPP,BRW0000257,CONSUMER,180185.66,581795.38,1,LOW,ACTIVE,UTC,0.0,0,0
ACC0000210,2026-05,1,1,2026-05-21,CMP0000029,FIELD,BRW0007572,AUTO,208945.06,436602.0,15,NPA,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000211,2026-03,1,1,2026-03-16,CMP0000070,FIELD,BRW0009711,CONSUMER,89394.27,599204.43,15,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000211,2026-08,1,1,2026-08-01,CMP0000023,SMS,BRW0009711,CONSUMER,89394.27,599204.43,15,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000212,2026-05,2,2,2026-05-23,CMP0000016,VOICE,BRW0010136,BNPL,745098.4,431693.88,5,LOW,ACTIVE,Asia/Dubai,0.0,0,0
ACC0000213,2026-02,1,1,2026-02-06,CMP0000035,SMS,BRW0002423,AUTO,371195.27,228095.34,15,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0000213,2026-07,1,1,2026-07-02,CMP0000099,FIELD,BRW0002423,AUTO,371195.27,228095.34,15,HIGH,PAID,Asia/Dubai,0.0,0,0
ACC0000215,2026-07,2,2,2026-07-31,CMP0000097,SMS,BRW0011603,BNPL,229134.08,215772.71,60,LOW,CLOSED,UTC,0.0,0,0
ACC0000216,2026-05,1,1,2026-05-18,CMP0000106,SMS,BRW0009752,BNPL,572426.9,355149.25,15,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000217,2026-05,1,1,2026-05-19,CMP0000091,VOICE,BRW0002446,PERSONAL,278863.44,273488.65,5,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0000218,2026-06,1,1,2026-06-03,CMP0000028,SMS,BRW0006101,BNPL,790546.47,643135.8,180,HIGH,WRITEOFF,Asia/Kolkata,0.0,0,0
ACC0000219,2026-05,1,1,2026-05-19,CMP0000005,SMS,BRW0002474,CONSUMER,133892.93,487463.19,120,MEDIUM,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000221,2026-01,1,1,2026-01-14,CMP0000066,FIELD,BRW0007957,AUTO,674740.88,497026.32,15,HIGH,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000222,2026-02,1,1,2026-02-19,CMP0000013,VOICE,BRW0008698,CONSUMER,308818.62,75472.76,45,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0000222,2026-06,1,1,2026-06-04,CMP0000067,FIELD,BRW0008698,CONSUMER,308818.62,75472.76,45,HIGH,PAID,Asia/Kolkata,0.0,0,0
ACC0000223,2026-01,1,1,2026-01-01,CMP0000008,SMS,BRW0001515,PERSONAL,434811.15,456370.96,90,LOW,WRITEOFF,UTC,0.0,0,0
ACC0000223,2026-02,1,1,2026-02-02,CMP0000060,FIELD,BRW0001515,PERSONAL,434811.15,456370.96,90,LOW,WRITEOFF,UTC,0.0,0,0
ACC0000223,2026-03,2,2,2026-03-26,CMP0000011,SMS,BRW0001515,PERSONAL,434811.15,456370.96,90,LOW,WRITEOFF,UTC,0.0,0,0
ACC0000224,2026-05,1,1,2026-05-24,CMP0000077,VOICE,BRW0007613,PERSONAL,658960.6,696044.1,30,NPA,PAID,UTC,0.0,0,0
ACC0000224,2026-07,2,2,2026-07-24,CMP0000104,VOICE,BRW0007613,PERSONAL,658960.6,696044.1,30,NPA,PAID,UTC,0.0,0,0
ACC0000226,2026-02,1,1,2026-02-21,CMP0000072,FIELD,BRW0000830,CREDIT_CARD,306328.29,697148.01,15,LOW,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000226,2026-06,1,1,2026-06-20,CMP0000028,SMS,BRW0000830,CREDIT_CARD,306328.29,697148.01,15,LOW,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000227,2026-07,1,1,2026-07-21,CMP0000012,WHATSAPP,BRW0005453,AUTO,682018.53,586049.69,180,LOW,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000228,2026-02,1,1,2026-02-15,CMP0000026,WHATSAPP,BRW0010415,CONSUMER,330729.29,45420.02,30,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000228,2026-03,2,2,2026-03-31,CMP0000046,SMS,BRW0010415,CONSUMER,330729.29,45420.02,30,MEDIUM,CLOSED,Asia/Kolkata,0.0,0,0
ACC0000229,2026-02,1,1,2026-02-10,CMP0000088,FIELD,BRW0001214,AUTO,237928.33,272978.47,1,MEDIUM,CLOSED,UTC,0.0,0,0
ACC0000232,2026-03,1,1,2026-03-14,CMP0000081,VOICE,BRW0008660,BNPL,428322.39,262676.41,60,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0000232,2026-06,1,1,2026-06-18,CMP0000062,WHATSAPP,BRW0008660,BNPL,428322.39,262676.41,60,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0000232,2026-07,1,1,2026-07-02,CMP0000116,FIELD,BRW0008660,BNPL,428322.39,262676.41,60,LOW,CLOSED,Asia/Dubai,0.0,0,0
ACC0000233,2026-02,1,1,2026-02-07,CMP0000114,FIELD,BRW0011117,AUTO,441001.1,694921.67,30,HIGH,ACTIVE,Asia/Kolkata,0.0,0,0
ACC0000234,2026-03,1,1,2026-03-26,CMP0000051,WHATSAPP,BRW0000218,CONSUMER,334452.04,287109.27,1,MEDIUM,WRITEOFF,UTC,0.0,0,0
ACC0000235,2026-03,1,1,2026-03-29,CMP0000105,VOICE,BRW0011054,CREDIT_CARD,275519.59,534742.44,75,LOW,ACTIVE,Asia/Dubai,38482.85,1,1
ACC0000236,2026-04,1,1,2026-04-13,CMP0000008,VOICE,BRW0011467,BNPL,598764.43,204028.1,30,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0000236,2026-05,1,1,2026-05-21,CMP0000104,FIELD,BRW0011467,BNPL,598764.43,204028.1,30,HIGH,WRITEOFF,UTC,44365.77,1,1
ACC0000236,2026-06,1,1,2026-06-17,CMP0000085,FIELD,BRW0011467,BNPL,598764.43,204028.1,30,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0000236,2026-07,2,2,2026-07-07,CMP0000013,SMS,BRW0011467,BNPL,598764.43,204028.1,30,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0000237,2026-04,1,1,2026-04-17,CMP0000006,SMS,BRW0010449,CONSUMER,508809.67,431535.07,60,NPA,WRITEOFF,Asia/Dubai,58894.79,1,1
ACC0000237,2026-06,1,1,2026-06-12,CMP0000070,VOICE,BRW0010449,CONSUMER,508809.67,431535.07,60,NPA,WRITEOFF,Asia/Dubai,0.0,0,0
ACC0000239,2026-02,1,1,2026-02-01,CMP0000022,VOICE,BRW0008382,PERSONAL,635537.38,414986.21,45,NPA,CLOSED,UTC,0.0,0,0
ACC0000241,2026-02,1,1,2026-02-28,CMP0000060,WHATSAPP,BRW0008497,CREDIT_CARD,693153.48,242391.09,0,NPA,PAID,Asia/Kolkata,123324.62,1,1
ACC0000242,2026-01,1,1,2026-01-15,CMP0000085,WHATSAPP,BRW0008517,AUTO,799968.38,453096.13,45,HIGH,WRITEOFF,UTC,24827.03,1,1
ACC0000242,2026-04,2,2,2026-04-21,CMP0000063,FIELD,BRW0008517,AUTO,799968.38,453096.13,45,HIGH,WRITEOFF,UTC,0.0,0,0
ACC0000243,2026-01,1,1,2026-01-15,CMP0000060,SMS,BRW0005208,AUTO,581982.19,496118.57,0,LOW,WRITEOFF,Asia/Kolkata,95483.52,1,1
